img_name,mean,std
34N_4553_3325_13-2019-11-28,"[980.1224966049194, 1469.3092985153198, 2118.8937788009644, 3009.912036895752]","[404.22803029567524, 511.55261060806936, 658.3810351580058, 594.400488665852]"
34N_4553_3325_13-2019-12-01,"[953.5097398757935, 1443.2031869888306, 2086.166163444519, 2964.227014541626]","[351.69348250694355, 457.19726480793656, 608.6637268120417, 547.8628499674552]"
34N_4553_3325_13-2019-12-07,"[947.5401344299316, 1417.6964168548584, 2049.3795375823975, 2930.572973251343]","[298.32364808258353, 426.9387115836343, 611.111075815515, 569.7072969799907]"
34N_4553_3325_13-2019-12-14,"[975.757119178772, 1443.2673568725586, 2057.779049873352, 2939.351005554199]","[304.3870585038335, 445.23892755904734, 623.4368264259098, 560.4179279889609]"
34N_4553_3325_13-2019-12-21,"[967.8632040023804, 1399.1954145431519, 1973.8067665100098, 2933.055600166321]","[338.2385654206208, 479.41235949347083, 650.1821567697793, 563.3189283638873]"
34N_4553_3325_13-2019-12-28,"[802.0416927337646, 1228.1823825836182, 1593.8242769241333, 2820.5336694717407]","[310.9573802773222, 444.54246363949744, 572.7668758908609, 520.748806135097]"
34S_4523_4210_13-2018-01-01,"[419.10951042175293, 618.6121301651001, 665.2743091583252, 2373.0921878814697]","[71.83359961247531, 71.78897562047472, 123.28105657239666, 224.605478092397]"
34S_4523_4210_13-2018-01-07,"[417.82586193084717, 619.0000886917114, 655.1921834945679, 2332.731135368347]","[79.94332072328447, 77.68124366292955, 127.88011715691208, 244.50276536555384]"
34S_4523_4210_13-2018-01-14,"[406.18070697784424, 612.4316816329956, 643.211480140686, 2345.067543029785]","[71.03405466001736, 69.52455731619025, 128.99963373178187, 246.7249755582849]"
34S_4523_4210_13-2018-01-21,"[407.81890964508057, 616.0423555374146, 651.8974342346191, 2380.164406776428]","[59.65528836318633, 61.37175140689697, 131.9132610673116, 234.20071229790264]"
34S_4523_4210_13-2018-01-28,"[380.68000411987305, 590.8616170883179, 618.8424978256226, 2357.259119987488]","[50.3551366239299, 55.65200576104533, 136.49920790670723, 234.3800674181304]"
34S_4523_4210_13-2018-02-01,"[389.021201133728, 608.237063407898, 631.6447973251343, 2407.9645166397095]","[50.89243460003243, 55.76790859853657, 129.02440762559328, 237.66329743914707]"
34S_4523_4210_13-2018-02-07,"[404.2503471374512, 628.9717931747437, 661.0030565261841, 2468.9734420776367]","[56.07039912336748, 62.87637268999917, 133.2991920592792, 239.05910844063052]"
34S_4523_4210_13-2018-02-14,"[414.9411449432373, 649.886884689331, 681.3502807617188, 2535.387854576111]","[60.08119669484219, 68.39614399944831, 145.28687757554624, 265.5299419475159]"
34S_4523_4210_13-2018-02-21,"[434.18284034729004, 681.0793724060059, 710.2398233413696, 2655.112949371338]","[76.75729225806569, 86.38345811117162, 169.71576033523948, 308.73038449811713]"
34S_4523_4210_13-2018-02-28,"[450.28590202331543, 705.9335441589355, 737.9690389633179, 2748.3895864486694]","[85.27043443597351, 95.69399980955633, 187.13332357056922, 333.8023078913103]"
34S_4523_4210_13-2018-03-01,"[448.5162477493286, 703.8992176055908, 733.4620704650879, 2756.083200454712]","[82.74046061632116, 93.14183777795348, 184.36401296554243, 331.0718275594774]"
34S_4523_4210_13-2018-03-07,"[450.9630641937256, 701.2431688308716, 730.8775568008423, 2793.2808265686035]","[66.16447700644498, 75.18083159804677, 165.686662532672, 325.8840336157499]"
34S_4523_4210_13-2018-03-14,"[488.10171604156494, 742.0947942733765, 785.4032754898071, 2849.131507873535]","[121.12559551754823, 123.55196324707947, 232.4378025372171, 361.02896436483127]"
34S_4523_4210_13-2018-03-21,"[502.2149410247803, 761.8691158294678, 802.048975944519, 2927.3317041397095]","[116.36504039559459, 116.21002681987372, 222.62878096868093, 306.87324165207383]"
34S_4523_4210_13-2018-03-28,"[511.16809463500977, 764.1452684402466, 800.7470626831055, 2980.7692127227783]","[112.1842154769153, 107.5245940041558, 211.19604695928686, 261.1994448647515]"
34S_4523_4210_13-2018-04-01,"[514.251072883606, 777.0006370544434, 817.5634202957153, 3018.8166704177856]","[97.62386977481997, 94.65236921884025, 193.55295054248822, 243.30066713601053]"
34S_4523_4210_13-2018-04-07,"[520.0618934631348, 769.0954713821411, 814.1236553192139, 2965.3776206970215]","[101.29297939420601, 99.22441616648476, 205.4287935148887, 278.4681196059839]"
34S_4523_4210_13-2018-04-14,"[503.22815132141113, 744.6449155807495, 786.9307012557983, 2914.1142616271973]","[112.65632838251726, 110.6916651719265, 224.95672195738783, 324.6166014175552]"
34S_4523_4210_13-2018-04-21,"[512.4318561553955, 748.4496984481812, 792.605260848999, 2894.187114715576]","[132.5315155150757, 128.137446811568, 240.12965229684534, 347.58139354873623]"
34S_4523_4210_13-2018-04-28,"[497.15811252593994, 727.9796466827393, 765.5236902236938, 2868.4668397903442]","[145.53706668044518, 136.47080857443413, 248.00765157922726, 348.0175147156876]"
34S_4523_4210_13-2018-05-01,"[494.0909366607666, 724.7769346237183, 756.4563388824463, 2849.0340003967285]","[144.6833898856968, 133.70535154062782, 244.94003892845973, 372.7351012905535]"
34S_4523_4210_13-2018-05-07,"[498.51394271850586, 730.4159536361694, 766.0715227127075, 2809.0138664245605]","[147.7318056982613, 141.2978766232463, 256.9558091651987, 387.19524659220065]"
34S_4523_4210_13-2018-05-14,"[482.88929653167725, 716.7937831878662, 761.4547119140625, 2770.3191537857056]","[122.00988427141095, 123.16105571204635, 237.2971851456805, 340.44358173139597]"
34S_4523_4210_13-2018-05-21,"[468.4068994522095, 704.8934516906738, 751.9315595626831, 2765.428815841675]","[104.62653090495326, 108.78395995522202, 214.361899407411, 307.8995538270846]"
34S_4523_4210_13-2018-05-28,"[453.5489845275879, 687.3613195419312, 737.6434144973755, 2704.61110496521]","[89.11638664986646, 100.94217713803306, 206.2936173047172, 330.5296239403371]"
34S_4523_4210_13-2018-06-01,"[442.74635219573975, 676.4216194152832, 730.303295135498, 2668.5180768966675]","[77.02188467263144, 90.16685339420538, 193.6353762936506, 322.90408859238727]"
34S_4523_4210_13-2018-06-07,"[436.0476531982422, 672.6510047912598, 738.8897829055786, 2608.295623779297]","[89.03602548655843, 103.22039982040553, 215.82346659950466, 324.2792036385597]"
34S_4523_4210_13-2018-06-14,"[447.8630657196045, 672.2752904891968, 750.0863265991211, 2443.631604194641]","[77.86705599998722, 91.39450001279545, 191.5517378497875, 310.44895773985604]"
34S_4523_4210_13-2018-06-21,"[438.4667911529541, 644.5573902130127, 731.9157991409302, 2328.5547065734863]","[41.826799711297284, 49.74509101276312, 123.81540131892085, 265.83362523530417]"
34S_4523_4210_13-2018-06-28,"[425.3319320678711, 642.6586437225342, 748.1737108230591, 2227.3639221191406]","[26.31238969163013, 35.55428464177064, 105.7118899425216, 213.76766704544397]"
34S_4523_4210_13-2018-07-01,"[429.09361362457275, 647.561206817627, 758.7697277069092, 2185.4220571517944]","[31.12444614075406, 43.11985681516277, 116.11844643993085, 208.40904647364704]"
34S_4523_4210_13-2018-07-07,"[462.2468910217285, 671.8756284713745, 793.3506708145142, 2123.9600687026978]","[60.89394235804513, 78.54648573956108, 164.9047361013827, 238.45944436267447]"
34S_4523_4210_13-2018-07-14,"[473.92263412475586, 682.9200859069824, 826.9809513092041, 2035.5689058303833]","[37.24951399122218, 48.26235815034442, 108.81554323800172, 193.7187854241827]"
34S_4523_4210_13-2018-07-21,"[489.69933891296387, 682.4106502532959, 828.1142263412476, 1984.1300764083862]","[33.59341733945898, 47.80367013837506, 107.63920543614456, 188.76888502830764]"
34S_4523_4210_13-2018-07-28,"[482.67516803741455, 679.7304039001465, 837.8494462966919, 1971.6438484191895]","[31.783313900414633, 44.45439572884926, 103.46393515952794, 198.16205672152705]"
34S_4523_4210_13-2018-08-01,"[468.4286193847656, 666.2463598251343, 822.2239017486572, 2017.677053451538]","[26.976345885373355, 36.69044848790828, 88.6453379593113, 179.55373251839853]"
34S_4523_4210_13-2018-08-07,"[471.9100933074951, 674.1902437210083, 830.5050630569458, 2041.3023681640625]","[26.53678209366878, 39.56211624117653, 85.94146465863682, 160.9234734101736]"
34S_4523_4210_13-2018-08-14,"[479.1784543991089, 688.2379789352417, 836.2145719528198, 2099.371524810791]","[25.687232173024213, 35.529869354378214, 75.49623010951822, 177.96992554270213]"
34S_4523_4210_13-2018-08-21,"[496.3948392868042, 713.085940361023, 863.1553821563721, 2288.117798805237]","[28.503858506420926, 37.672550487870076, 72.7355111339124, 190.42865474573162]"
34S_4523_4210_13-2018-08-28,"[472.286847114563, 690.9690933227539, 823.5581855773926, 2277.8161878585815]","[55.766976229461875, 71.77411585519609, 135.10911345976697, 246.77985382141912]"
34S_4523_4210_13-2018-09-01,"[466.77759552001953, 691.250994682312, 813.5059642791748, 2345.0354681015015]","[43.8192452531394, 57.07347977713194, 115.12175994977214, 225.5007488295516]"
34S_4523_4210_13-2018-09-07,"[452.35085678100586, 691.6300096511841, 806.0244064331055, 2447.9267148971558]","[44.738597970768666, 55.55463090605853, 118.46903366336868, 225.19185567811414]"
34S_4523_4210_13-2018-09-14,"[460.59661769866943, 712.6895771026611, 816.9267921447754, 2564.197162628174]","[64.23488274015163, 78.08886620881289, 151.14452987534767, 254.26244076736725]"
34S_4523_4210_13-2018-09-21,"[467.00637340545654, 731.9235649108887, 824.3729991912842, 2704.0736989974976]","[91.2398704675902, 106.56435817264308, 194.33029090243565, 313.85545718458746]"
34S_4523_4210_13-2018-09-28,"[461.93121814727783, 722.0031280517578, 817.110857963562, 2754.810784339905]","[98.7595701107097, 109.45782409966749, 211.7980262728721, 319.5914091187518]"
34S_4523_4210_13-2018-10-01,"[465.16512870788574, 725.2328395843506, 824.6450853347778, 2786.5720796585083]","[109.4476501880224, 121.22295094528748, 216.7851344911263, 338.05370919851606]"
34S_4523_4210_13-2018-10-07,"[460.08408069610596, 728.7529306411743, 812.684552192688, 2836.566417694092]","[113.81832460260559, 123.75956181468239, 222.37459468968297, 336.83565356912715]"
34S_4523_4210_13-2018-10-14,"[441.9279975891113, 713.2411298751831, 786.9845218658447, 2867.505983352661]","[120.10345021094534, 125.34665136942469, 230.29514087446722, 342.57450473515553]"
34S_4523_4210_13-2018-10-21,"[429.94679737091064, 703.0164833068848, 766.522952079773, 2870.5864686965942]","[139.34245204551138, 131.7632191633328, 259.3414529998845, 359.3865067047568]"
34S_4523_4210_13-2018-10-28,"[433.70677280426025, 710.7201404571533, 761.1946439743042, 2884.258854866028]","[157.8714276817712, 144.34928510499358, 279.2532173496634, 392.27802979795484]"
34S_4523_4210_13-2018-11-01,"[431.18135166168213, 704.3827238082886, 756.3091068267822, 2881.110305786133]","[154.17426156001756, 141.70529235466083, 272.884380816588, 376.81241583190206]"
34S_4523_4210_13-2018-11-07,"[430.2633008956909, 701.2617921829224, 750.0837106704712, 2877.6968240737915]","[154.75335804955654, 139.89463794666466, 267.9998152453377, 361.7698609126665]"
34S_4523_4210_13-2018-11-14,"[422.09126567840576, 694.9521169662476, 737.3591060638428, 2833.7859659194946]","[168.40973543764886, 151.12866515972811, 278.04277132974386, 396.4047036965821]"
34S_4523_4210_13-2018-11-21,"[409.1823959350586, 688.9055433273315, 733.325777053833, 2836.036654472351]","[152.5508568423747, 144.09094774143958, 267.1533663176638, 382.6582462159783]"
34S_4523_4210_13-2018-11-28,"[368.1979055404663, 638.444465637207, 687.2897996902466, 2782.8753547668457]","[127.51386805581089, 120.70948106196025, 242.2118642914513, 337.0274011934131]"
34S_4523_4210_13-2018-12-01,"[354.6883306503296, 615.5649566650391, 669.6678915023804, 2762.8910961151123]","[118.50710738332063, 110.10419845991764, 231.6470602499962, 325.4874644668523]"
34S_4523_4210_13-2018-12-07,"[358.08893299102783, 620.7160472869873, 655.889666557312, 2777.111647605896]","[103.67063568791957, 101.81570609468977, 211.15184911837582, 337.45223359262116]"
34S_4523_4210_13-2018-12-14,"[356.01323223114014, 615.715292930603, 645.9331789016724, 2711.6882667541504]","[82.25896518280592, 83.21341256115383, 175.162375326312, 304.15632623888223]"
34S_4523_4210_13-2018-12-21,"[371.2055854797363, 626.1149225234985, 658.8176126480103, 2660.4065408706665]","[73.17250368369592, 74.8793059386923, 165.27866411547578, 289.03260549845294]"
34S_4523_4210_13-2018-12-28,"[371.67793464660645, 606.9721479415894, 659.169529914856, 2681.1562061309814]","[84.0234592315179, 74.92621745602736, 174.62943207179555, 291.08537138788813]"
34S_4523_4210_13-2019-01-01,"[385.2429895401001, 639.6951332092285, 680.6076030731201, 2686.3767318725586]","[78.10762425771365, 74.75747487260148, 161.32582791932003, 274.1513690135347]"
34S_4523_4210_13-2019-01-07,"[415.7436180114746, 659.8817119598389, 697.650520324707, 2663.089910507202]","[71.58147269731482, 69.68342942643629, 149.11835746672241, 265.206042936604]"
34S_4523_4210_13-2019-01-14,"[435.3061571121216, 677.4481801986694, 709.8653736114502, 2643.855760574341]","[68.32553740992795, 69.29241505316938, 143.57964217403233, 264.6926026094337]"
34S_4523_4210_13-2019-01-21,"[427.01573848724365, 671.88134765625, 702.609278678894, 2649.685874938965]","[66.2530495086994, 70.60994738122892, 145.46680723368982, 253.53909524384818]"
34S_4523_4210_13-2019-01-28,"[439.7208185195923, 686.5826463699341, 724.4377450942993, 2674.343614578247]","[88.90928703484693, 91.67712217642767, 181.14605830061294, 307.63977758324796]"
34S_4523_4210_13-2019-02-01,"[449.1766633987427, 694.3564128875732, 738.7455453872681, 2676.3839931488037]","[89.09503920575348, 88.84564849530311, 181.68941359715882, 323.9290235135636]"
34S_4523_4210_13-2019-02-07,"[464.6966915130615, 710.4946336746216, 761.057822227478, 2686.561177253723]","[106.1747293372382, 101.17808796098137, 207.24079633272927, 374.54339859942337]"
34S_4523_4210_13-2019-02-14,"[461.09246349334717, 713.1749811172485, 760.8850336074829, 2725.3704118728638]","[85.99062869778717, 88.29290996574824, 175.44681148922035, 350.9935226673855]"
34S_4523_4210_13-2019-02-21,"[489.0321283340454, 748.8726215362549, 798.8936061859131, 2808.366467475891]","[81.64414085668162, 84.08986679840578, 167.42263650652345, 333.9092654185816]"
34S_4523_4210_13-2019-02-28,"[502.09052181243896, 753.5799951553345, 802.7938213348389, 2797.80810546875]","[116.75606940444278, 118.33913091656649, 222.67620243106683, 340.15485069081706]"
34S_4523_4210_13-2019-03-01,"[502.8813257217407, 753.9962396621704, 803.357834815979, 2798.495244026184]","[116.6354813656329, 118.33656320308064, 222.2700031862587, 338.76757056114616]"
34S_4523_4210_13-2019-03-07,"[513.0856494903564, 761.5139970779419, 807.7254018783569, 2810.0873975753784]","[126.53633240429572, 128.07671493852314, 232.8326372079234, 353.2089209373175]"
34S_4523_4210_13-2019-03-14,"[528.311918258667, 773.0954113006592, 820.1871480941772, 2818.568687438965]","[136.21062050503227, 131.48218446329065, 231.19789639568043, 357.14429711863426]"
34S_4523_4210_13-2019-03-21,"[518.0694074630737, 753.8861980438232, 806.5601596832275, 2842.319645881653]","[106.90171282743253, 104.04358371496323, 207.34704289873878, 337.8160994124728]"
34S_4523_4210_13-2019-03-28,"[533.2527837753296, 780.3341026306152, 818.0571756362915, 2860.5468244552612]","[133.00419878023192, 124.28678243352712, 230.44652037744308, 356.2719968636495]"
34S_4523_4210_13-2019-04-01,"[511.9712657928467, 766.3312368392944, 778.2144842147827, 2900.548218727112]","[111.8370142813422, 107.87073770769584, 205.6341748422313, 369.5508378329346]"
34S_4523_4210_13-2019-04-07,"[490.71017932891846, 743.8146600723267, 762.1554069519043, 2876.1628589630127]","[83.90221269886042, 83.92130262148049, 172.26937403884625, 341.7537489960637]"
34S_4523_4210_13-2019-04-14,"[474.3371419906616, 723.4467487335205, 743.0391130447388, 2878.8280849456787]","[110.38801054302698, 106.09100020273343, 205.92170539188834, 366.9598117849333]"
34S_4523_4210_13-2019-04-21,"[488.7118453979492, 734.7254190444946, 765.825252532959, 2855.408143043518]","[133.9025339169962, 129.23390470125955, 238.45906103794178, 385.03087888520326]"
34S_4523_4210_13-2019-04-28,"[497.17382049560547, 737.1895513534546, 778.0931386947632, 2799.7654008865356]","[116.03437921687295, 117.18051172181889, 228.83048187176874, 375.7900889246308]"
34S_4523_4210_13-2019-05-01,"[497.1923179626465, 736.9415941238403, 781.8014316558838, 2778.1628561019897]","[108.65162084540357, 111.94447107317191, 219.517875128834, 356.2402865675782]"
34S_4523_4210_13-2019-05-07,"[508.02673625946045, 749.7981986999512, 803.4917125701904, 2750.6220264434814]","[88.00365237464212, 94.11903742430995, 192.43348117256394, 319.57853060500236]"
34S_4523_4210_13-2019-05-14,"[509.2476587295532, 743.0299043655396, 804.8795766830444, 2664.38614654541]","[103.46251867202274, 111.45845691025166, 212.75329886452232, 315.13214014524897]"
34S_4523_4210_13-2019-05-21,"[489.36180782318115, 713.915828704834, 786.4844160079956, 2621.4278383255005]","[112.56788059514415, 117.07268515723779, 226.89503631673134, 319.5586447342273]"
34S_4523_4210_13-2019-05-28,"[485.72230529785156, 700.7615737915039, 780.5303983688354, 2521.5991439819336]","[97.28177299197591, 101.04281600763252, 210.39865103806824, 301.7306701502108]"
34S_4523_4210_13-2019-06-01,"[470.8000602722168, 685.9822416305542, 757.9490242004395, 2508.087296485901]","[99.7948938664888, 103.18882766470908, 211.00153557106015, 314.68354382743956]"
34S_4523_4210_13-2019-06-07,"[498.03246307373047, 701.6993141174316, 804.9675531387329, 2337.729410171509]","[55.28595332774708, 63.88105707990731, 162.53876573791158, 296.4305160193032]"
